,loc,country
1990,la delgada línea amarilla,-
1991,"san juan de los morros,guarico",venezuela
1992,"providencia, chile",chile
1993,san fernando de apure,venezuela
1994,con dios,méxico
1995,wakanda,tanzania
1996,venezuela 🇻🇪,venezuela
1997,#madrid #españa #alrededores,-
1998,"a coruña, galicia",españa
1999,"durango, méxico.",méxico
2000,aquí.,cuba
2001,you deserve love too,-
2002,"guerrero, cuauhtémoc",méxico
2003,"salsipuedes, argentina",argentina
2004,"cuautitlán izcalli, méxico",méxico
2005,de_madrid,españa
2006,polanco distrito federal,méxico
2007,asteroide b 612 ✨,chile
2008,"xalapa, méxico",méxico
2009,baja california,méxico
2010,🏳️‍🌈 she/her,polska
2011,"laredo, tx",united states
2012,made in puebla - mx ,-
2013,"tinaquillo, estado cojedes",venezuela
2014,transilvania,românia
2015,chilangolandia,-
2016,"villa maría , argentina ",argentina
2017,anzoátegui,venezuela
2018,"méxico, d.f",méxico
2019,ensenada la plata ,argentina
2020,"seseña, españa",españa
2021,"ciudad de melilla, españa",españa
2022,"berna, suiza",schweiz/suisse/svizzera/svizra
2023,chilangolandia ,-
2024,fangirlandia,-
2025,"corleto perticara, basilicata",italia
2026,los lejanos montes del norte ,-
2027,quito-ecuador,ecuador
2028,longchamps,france
2029,"columbus, ms",united states
2030,🙋🏻‍♀️ aquí toy 🌎😁,colombia
2031,24 🇵🇷 | she/her ,-
2032,ojalá fuera arahal,-
2033,"pedro muñoz, castilla-la manch",-
2034,eivissa,españa
2035,"coyoacán, ciudad de méxico ",méxico
2036,méxico df,méxico
2037,"c/ leonor feltz, # 33, mirador",república dominicana
2038,kattegat,kattegat
2039,seattle,united states
2040,ciudad  de buenos aire,argentina
2041,"ourense, galicia",españa
2042,iberia,cáceres
2043,"bogotá, d.c.",colombia
2044,"ituzaingó centro, argentina",argentina
2045,montevideo - uruguay,uruguay
2046,london,united kingdom
2047,"hermosillo, sonora 🌵🌞",méxico
2048,"portsmouth, va",united states
2049,ronda,españa
2050,"fukuoka, japan",日本
2051,almagro - saavedra,españa
2052,"merlo,  pcia. de bs  argentina",-
2053,"constitución, argentina",argentina
2054,she/her ,polska
2055,"yunquera, españa",españa
2056,100% yucateca,united states
2057,la mejor aduana del pais,-
2058,48200,france
2059,"guatemala, guatemala",guatemala
2060,ahí afuera,-
2061,"puerto iguazú, argentina",argentina
2062,5ta dimensión 👉era de acuario,-
2063,"monte cristo, córdoba ",argentina
2064,indigo plateau,guinée
2065,america,nederland
2066,el tigre estado anzoátegui ,venezuela
2067,📍some where ,الإمارات العربية المتحدة
2068,mariara ,venezuela
2069,"santa lucia, fm -honduras- ca",-
2070,"porto, portugal",portugal
2071,miami,united states
2072,bogota / colombia,colombia
2073,"olivar, chile",chile
2074,"temperley, buenos aires.",argentina
2075,guad,united states
2076,banania,guernsey
2077,camerún,cameroun
2078,valencia pamplona valencia ,philippines
2079,isidro casanova,argentina
2080,"valle del cauca, colombia",colombia
2081,national district,india
2082,coro,venezuela
2083,méxico city ,méxico
2084,italiano,brasil
2085,caraqueña y *aragueña,-
2086,4ny pr0n0uns  ||《 entp 》 ,-
2087,"caicara del orinoco, venezuela",venezuela
2088,"bucaramanga, santander",colombia
2089,desde el panal twiteriano,-
2090,alzira (valencia),españa
2091,"cucuta , colombia ",colombia
2092,la gran caracas,argentina
2093,"córdoba, españa",españa
2094,"puerto ordáz, venezuela",venezuela
2095,"venezuela, monagas",venezuela
2096,yiwu . china,中国
2097,"puerto cabello, venezuela",venezuela
2098,lugano-caba,argentina
2099,buenos aires ,argentina
2100,hotel california.,ελλάς
2101,he/they || non-binary pal,-
2102, 21+ | blm | she/her,-
2103,"santa rosa de cabal, colombia",colombia
2104,"morón, buenos aires",argentina
2105,comodoro rivadavia/ chubut🇦🇷,argentina
2106,same old place,united states
2107,juangriego estado nueva espart,-
2108,cuenca - ecuador,ecuador
2109,cabimas zulia,venezuela
2110,san fernando. edo apure,-
2111,en algún lugar de un gran pais,-
2112,santa coloma (barcelona),españa
2113,ciudad buenos aires argentina,argentina
2114,la paz - bolivia,bolivia
2115,ciudad real - españa,españa
2116,caracas. ucv. ,venezuela
2117,l & b constabulary,deutschland
2118,cuenca-valencia-ciudad real,-
2119,alicante,españa
2120,la habana,cuba
2121,"hatfield, east",united kingdom
2122,egipto,مصر
2123,"vigo, spain",españa
2124,"tucupido, venezuela",venezuela
2125,wikimadridnoticias@gmail.com,-
2126,"molina de segura, españa",españa
2127,españa cataluña barcelona,españa
2128,ciego-havana,cuba
2129,"temporalmente, alicante ",-
2130,universidad de la frontera,chile
2131,"san andrés cholula, puebla",méxico
2132,playa del carmen ,méxico
2133,in the world - en el mundo,-
2134,storybrooke. ,argentina
2135,de un triste país 💔💛💜🎗,-
2136,cumana,venezuela
2137,venezuela. estado aragua,venezuela
2138,encarnación,paraguay
2139,"san juan, pr",united states
2140,"c. izcalli, méxico",méxico
2141,made in planus,-
2142,oriente,brasil
2143,mi querida venezuela💛💙❤,-
2144,"granada, andalucía",españa
2145,"cuba, la habana",cuba
2146,en donde tengo que estar,-
2147,"culiacan, sinaloa",méxico
2148,sígueme y te sigo,-
2149,apure,venezuela
2150,sierra madrileña 🇪🇸,españa
2151,"amazonas, venezuela",venezuela
2152,castillo de cristal,españa
2153,palmarito-apure-venezuela,venezuela
2154,panama ,panamá
2155,guayaquil . ecuador,ecuador
2156,nariño colombia,colombia
2157,"chill’n go land, acapulquirri.",-
2158,unam,méxico
2159,gamonal - burgos,españa
2160,acarigua,venezuela
2161,en los limites de lo insano,-
2162,"girona, españa",españa
2163,ciudad bolívar venezuela,venezuela
2164,"guarenas, venezuela",venezuela
2165, # she/they ¡!✩,united states
2166,"bogota, d.c. - colombia",colombia
2167,"la guaira, venezuela",venezuela
2168,"las palmas, la magdalena contr",-
2169,por huesca.  buscando el mar. ,-
2170,"toledo, spain",españa
2171,edo de mex,méxico
2172,maracaibo💙,venezuela
2173,"victoria, tamaulipas, méxico",méxico
2174,extraño a yoongi,-
2175,penned by sᴋɪɴᴄʜᴀɴɢᴇʀ. +18 got,-
2176,santa teresa del tuy,venezuela
2177,new york,united states
2178,"tuxtla gutiérrez, chiapas. mx.",méxico
2179,perdida en mi habitación,-
2180,"la pampa, argentina",argentina
2181,"ceará, brasil",brasil
2182,"santafé de antioquia, colombia",colombia
2183,trujillo-,españa
2184,"zulia, venezuela. ",venezuela
2185,curicó - chile,chile
2186,el país del reparto,-
2187,"monterrey, nuevo león, mexico.",méxico
2188, madrid y el cosmos. ,-
2189,"zapopán,méxico ",méxico
2190,"nueva esparta, venezuela",venezuela
2191,#ciberespacio,-
2192,"charallave, venezuela",venezuela
2193,"paraná, argentina",argentina
2194,"tucupita, venezuela",venezuela
2195,caracas. - #detodounpoco,-
2196,alcalá de guadaíra (sevilla),españa
2197,"nerja, españa",españa
2198,habito el sistema solar *,-
2199,slw,méxico
2200,estado yaracuy,venezuela
2201,san miguel -santiago chile,chile
2202,oaxaca de juárez,méxico
2203,ce,brasil
2204,"cuernavaca, méxico",méxico
2205,en la locura.,españa
2206,aquí y ahora,españa
2207,winterfell,united states
2208,tia juana,united states
2209,en mi camita,-
2210,pro-patria caracas-venezuela,venezuela
2211,"guanare, venezuela",venezuela
2212,"bussum, netherlands",nederland
2213,san cristobal tachira venezuel,-
2214,"san cristóbal, táchira",venezuela
2215,"miami, fl, usa",united states
2216,s!her |  🇦🇷,ایران
2217,edo. mex./cuautitlan izcalli,méxico
2218,ciudad de chitré y panamá,-
2219,"monterrey, méxico ",méxico
2220,ezequiel ,argentina
2221,"bolívar, venezuela🇻🇪",venezuela
2222,"ciudad del este, py",paraguay
2223,eres el ángel de mi corazón 🌞,-
2224,"morioh, tlaxcala",-
2225,"gage park, chicago",united states
2226,netherworld,malaysia
2227,en casa,deutschland
2228,atienza,españa
2229,gilead,united states
2230,"santa pampa, la rosa",argentina
2231,resistencia - chaco,argentina
2232,"villahermosa,tabasco",méxico
2233,san fernanda de apure,-
2234,facebook: http://cort.as/y0rj,-
2235,ciudad bolívar,venezuela
2236,portuguesa,venezuela
2237,"san antonio del táchira, venez",-
2238,manta - manabí - ecuador,ecuador
2239,"la loma, jaén",españa
2240,taiwán,臺灣
2241,ma(hou)drid,-
2242,london/ elche,españa
2243,"santa ana, táchira, venezuela",venezuela
2244,tucupita,venezuela
2245,"bouchout, belgica",belgië / belgique / belgien
2246,aztlan,méxico
2247,los teques - vzla,-
2248,junin mendoza,argentina
2249,huesca,españa
2250,mracay,-
2251,murcia ,españa
2252,no‼️a los scraches...,-
2253,viña del mar -  chile,chile
2254,"5th helena dr, brentwood, ca",united states
2255,"san sebastián, venezuela",venezuela
2256,playa del carmen,méxico
2257,"zacatecas, méxico 🇲🇽 ",méxico
2258, los inmortales méxico.,-
2259,venezuela- caracas,chile
2260,puerto ordaz ,venezuela
2261,"apodaca, nuevo león",méxico
2262,lima- perú,perú
2263,córdoba (españa),españa
2264,san sebastián de los reyes.,españa
2265,"utebo, españa",españa
2266,lecheria anzoategui venezuela,venezuela
2267,"guindalera, madrid",españa
2268,"cuenca, españa",españa
2269,ciudad bolívar. edo bolívar,méxico
2270,estado miranda,venezuela
2271,"chile, donde violan ddhh",-
2272,venezuela edo zulia-maracaibo,-
2273,san fernando de apure ,venezuela
2274,barcelona  españa,españa
2275,andalucía 🇳🇬 ,españa
2276, luna park  ,argentina
2277,"tucson, az",united states
2278,san fdo. venezuela,-
2279,valles del tuy-miranda,venezuela
2280,"río tercero, córdoba",argentina
2281,guatemala 🇬🇹,guatemala
2282,estado nva esparta - venezuela,-
2283,"gustavo a. madero, distrito fe",méxico
2284,乇ﾚ  ᄃの丂mの丂,-
2285,seguime pa 😎👍🏼,-
2286,#bcsmx,-
2287,"munich, bavaria",deutschland
2288,"maracay , aragua.",venezuela
2289,cabañal ya no!!,españa
2290,"santander, cantabria (españa)",españa
2291,valencia  carabobo venezuela,venezuela
2292,"valledupar, colombia",colombia
2293,"medellín, antioquia, colombia",colombia
2294,guerrero...,méxico
2295,em,indonesia
2296,"ribes de freser, catalunya",españa
2297,moriles,españa
2298,لبنان,لبنان
2299,"argentina, buenos aires",argentina
2300,menorca,españa
2301,ojalá a 600 kms ,-
2302,villavicencio ,colombia
2303,en el mundo libre,-
2304,san ramón,costa rica
2305,avenida siempre viva 742,méxico
2306,asturias paraíso natural,-
2307,caracas / venezuela ,venezuela
2308,maracaibo-venezuela.,venezuela
2309,durango,méxico
2310,méxico d.f. ,méxico
2311,"valera, venezuela",venezuela
2312,"boca del río, veracruz de ignacio de la llave",méxico
2313,región de murcia,españa
2314,cuernavaca,méxico
2315,#repúblicabolivarianavenezuela,-
2316,en la resistencia,argentina
2317,santiago-chile,chile
2318,"rota, cádiz, españa",españa
2319,un lugar en el mundo,argentina
2320,nebulosa 3.0,méxico
2321,"magdalena, colombia",colombia
2322,ciudad de méxico. ,méxico
2323,polombia,-
2324,"valencia , españa",españa
2325,edo bolivar,méxico
2326,"arequipa, peru",perú
2327,"mao, dominican republic",república dominicana
2328,ccs🇻🇪,venezuela
2329,"san juan, puerto rico",united states
2330,"casacoima, edo. delta amacuro",-
2331,educación,méxico
2332,puerto ordaz. ciudad guayana,venezuela
2333,mérida-venezuela,venezuela
2334,san juan de los morros vzla,-
2335,"utrera, sevilla 📍",españa
2336,san cristobal de las casas,méxico
2337,chile ,chile
2338,"los teques, venezuela",venezuela
2339,"leganes , madrid",españa
2340,la aparición de ospino,venezuela
2341,"ni aquí, ni allá. ",-
2342,🇧🇷,-
2343,maturin-monagas,venezuela
2344,aguascalientes,méxico
2345,caripe,venezuela
2346,en algún lugar de: guárico🌾 ,-
2347,"bonn, deutschland",deutschland
2348,el ejido,españa
2349,mendoza,argentina
2350,"punta arenas, magallanes",chile
2351,immigrant in the uk,-
2352,"ávila, españa",españa
2353,ravenclaw common room.,-
2354,ciudad autónoma de buenos aires,argentina
2355,"anto domingo de guzmán, dominican republic",república dominicana
2356,la patria más bonita 🤩😍,-
2357,policia de la pcia de santa fe,-
2358,"carúpano, venezuela",venezuela
2359,barquisimeto.venezuela.,venezuela
2360,lima- peru,perú
2361,"ciudad bolívar, venezuela",venezuela
2362,san joaquín,méxico
2363,"huelva, españa",españa
2364,the world,italia
2365,"ponce, puerto rico",united states
2366,"general roca, argentina",argentina
2367,país valenciá..,españa
2368,marte,nigeria
2369,la plata. buenos aires,argentina
2370,mi casita,united states
2371,valencia - venezuela,venezuela
2372,sucre,bolivia
2373,españa ,españa
2374,palma (islas baleares),españa
2375,💎5hinee world💎,-
2376,el rincon,méxico
2377,"maracay, aragua",venezuela
2378,caba palermo,argentina
2379,oceania/ingsoc,-
2380,formosa argentina ,nederland
2381,"mcbo,zulia-venezuela",-
2382,greece,ελλάς
2383,cádiz,españa
2384,ciudad del este - paraguay,paraguay
2385,"merlo, argentina",argentina
2386,utiel,españa
2387,el tigre ,venezuela
2388,puebla|méxico 📍,méxico
2389,"paso de los libres, corrientes",argentina
2390,"portoviejo, manabi, ecuador",ecuador
2391,vallis-tolitum,-
2392,yaguajay,cuba
2393,arroyito,paraguay
2394,bogotà ,colombia
2395,3d,românia
2396,la riera de gaia,españa
2397,"jardim paulista, são paulo",brasil
2398,mexico ⚾️ new york,united states
2399,your mom's bed,-
2400,"mexico city, mexico",méxico
2401,pará iso,-
2402,cordoba - argentina,argentina
2403,bogotá dc,colombia
2404,"rionegro, antioquia. col",-
2405,en el taxi.,españa
2406,te sigue,belgië / belgique / belgien
2407,"islote, puerto rico",united states
2408,mar del plata,argentina
2409,en algun lugar d un gran pais ,-
2410,"duke university, durham, nc.",united states
2411,nueva dinamarca,perú
2412,"trenque lauquen, bs as. arg.",-
2413,"cambridge, england",united kingdom
2414,"castellar, españa",españa
2415,"cancún, méxico",méxico
2416,"san martín, argentina",argentina
2417,"pueblo nuevo, cz21",-
2418,"puerto cumarebo, venezuela",venezuela
2419,frente a la bahía más bonita,-
2420,zulia ,venezuela
2421,"luján, argentina",argentina
2422,"calle ánade, 10",españa
2423,"san miguel de tucumán, argenti",-
2424,nacolandia,-
2425,balcarce,argentina
2426,monagas maturin,venezuela
2427,lomas de zamora,argentina
2428,chetoslovaquia 41%,-
2429,"la libertad, el salvador",el salvador
2430,allá donde se le requiera,-
2431,bolivar  venezuela,venezuela
2432,wakanda🏳️‍🌈,tanzania
2433,managua,nicaragua
2434,"san josé, costa rica",costa rica
2435,venezuela ;maracay edo aragua ,-
2436,madrid/málaga,españa
2437,"lecheria, venezuela",venezuela
2438, apure,venezuela
2439,"banfield, bs as, argentina",argentina
2440,"arismendi, venezuela",venezuela
2441,en algun lugar,paraguay
2442,rosario - argentina,argentina
2443,"tosagua, ecuador",ecuador
2444,barranquilla,colombia
2445,jalisco/texas & global,-
2446,"xochimilco, distrito federal",méxico
2447,"carakistan, venezuela",-
2448,#perú / europa / #asia / latam,-
2449,en el vientre de la bestia,-
2450,chihuahua méxico,méxico
2451,tabarnia central,-
2452,"venezuela ,estado miranda",venezuela
2453,meméxico,-
2454,gustavo gomez azcarate #205,méxico
2455,"samaná, colombia",colombia
2456,sueño cósmico de brahma,-
2457,puruándiro,méxico
2458,cehegín (murcia) españa ,españa
2459,isla margarita ,chile
2460,bangtan galaxy ☆,-
2461,quito la carita de dios !,-
2462,cua estado miranda ,venezuela
2463,"astoria, queens",united states
2464,"chennai, india",india
2465,cordoba-argentina,argentina
2466,santiago de chile ,chile
2467,qu¡t0,botswana
2468,"ciudad ojeda, venezuela",venezuela
2469,"olite, navarra",españa
2470,"leganés, españa",españa
2471,"iztapalapa, distrito federal",méxico
2472,instituto de cardiología. cuba,-
2473,"acambay, méxico",méxico
2474,"puerto madero , argentina",argentina
2475,"innsbruck, austria",österreich
2476,"campana, argentina",argentina
2477,"guayaquil, ecuador 🇪🇨",ecuador
2478,alcira gigena,argentina
2479,córdoba city,argentina
2480,ciudad bolivar venezuela,venezuela
2481,"south west, england",united kingdom
2482,venezuela-caracas,chile
2483,"tlacuitlapa ii, álvaro obregón",méxico
2484,"alburquerque, isotopos de",-
2485,el tigre,venezuela
2486,rumbo sur,argentina
2487,solo harries   ,-
2488,"carora, venezuela",venezuela
2489,"barcelona,priorat,port dlselva",-
2490,"parler, @pinkiewarriorpw",-
2491,estercolero multicultural,-
2492,bogota d.c.,colombia
2493,puertollano,españa
2494,aragua venezuela☀🇻🇪🌈🌅🏝🐦 ,venezuela
2495,lecheria ,perú
2496,anaheim ca,united states
2497,"urb, los naranjos el hatillo",-
2498,recorriendo al mundo,-
2499,emerald city,united states
2500,maracaibo - zulia,venezuela
2501,"alicante, spain",españa
2502,bs as. ,argentina
2503,la maravilla,venezuela
2504,omnipresente,-
2505,samaland bebe.,-
2506,república galáctica de marvel ,-
2507,por estas calles...,venezuela
2508,"burgos, españa",españa
2509,tlc,united kingdom
2510,antiuribista !!! ,-
2511,🇮🇨,-
2512,"girardot, colombia",colombia
2513,ciudad de méxico / xalapa,méxico
2514,tucupido guarico,venezuela
2515,"santa coloma de gramenet, espa",-
2516,"portoviejo, ecuador",ecuador
2517,"benito juárez, cdmx.",méxico
2518,"chile, santiago",chile
2519,chicago-montevideo,uruguay
2520,santiago / chile,chile
2521,en el tiempo...,españa
2522,nicaragua🇳🇮,nicaragua
2523,latinoamérica,argentina
2524,torredembarra,españa
2525,"panama, campus octavio mendez",-
2526,argentina formosa,argentina
2527,rincón/ponce,united states
2528,"📍varadero, cuba",cuba
2529,"parís, francia. ",france
2530,cerca de nadie ,-
2531,04126170544,-
2532,corrientes,argentina
2533,"baños de agua santa, ecuador",ecuador
2534,"méxico, deefe.",-
2535,"mar de ajó, argentina📍",argentina
2536,el tigre ed anzoategui. vzla,-
2537,"moralillo, pueblo sin ley",-
2538,parroquia san pedro. ,venezuela
2539,"tamaulipas, texas",united states
2540,"madrid,es",españa
2541,en todos lados ,-
2542,"logroño, españa",españa
2543,"concepción, chile.",chile
2544,"aguilas, spain",españa
2545,"juárez, nuevo león",méxico
2546,strangeland,australia
2547,parla,españa
2548,"earth, solar system, milky way",-
2549,"cua, edo. miranda, venezuela",-
2550,san cristóbal,república dominicana
2551,la-mexico,deutschland
2552,granada (españa),españa
2553,portuguesa-venezuela🇻🇪,venezuela
2554,"el tigre, edo anzoátegui.",-
2555,"punta arenas, chile",chile
2556,lara-vzla,-
2557,perfil,brasil
2558,necropolis,india
2559,"tancacha, córdoba, argentina",argentina
2560,"caseros, argentina",argentina
2561,"terrassa, espanya",españa
2562,renania del norte-westfalia,deutschland
2563,cantabria (spain),españa
2564,🇦🇷,-
2565,"paraje san juan, iztapalapa",méxico
2566,cd,république démocratique du congo
2567,"guasave, sinaloa",méxico
2568,cordoba- argentina,argentina
2569,puerto rico ,united states
2570,guarico,venezuela
2571,això és a prop! cerca! near!,-
2572,"bar puerto, vigo",españa
2573,"san borja, peru",perú
2574,en mexico,españa
2575,santiago y viña,chile
2576,"san antonio, tx",united states
2577,"villa verdun, álvaro obregón",méxico
2578,en nohaylandia-caoszuela,-
2579,"gijón, spain",españa
2580,catia la mar estado la guaira,venezuela
2581,"tunja, colombia",colombia
2582, venezuela-patria grande,-
2583,terra chá,españa
2584,mi casa ,singapore
2585,"puebla, pue.",méxico
2586,anzoategui ,venezuela
2587,navalmoral de la mata-cáceres,españa
2588,twitter es la ley mordaza,-
2589,avellaneda,argentina
2590,"federal, entre rios ",argentina
2591,chismex,-
2592, españa,españa
2593,still haven’t found what i’m..,-
2594,excelente!,brasil
2595,♡ granada ♡ ,españa
2596,"miri, socopo barinas ",-
2597,maracay estado aragua,venezuela
2598,alboraia,españa
2599,plutón *the planet*,-
2600,venezuela tachira ,venezuela
2601,villavicencio-meta-colombia!!!,colombia
2602,la rioja,españa
2603,el infierno ,méxico
2604,paraguay y argentina,argentina
2605,"calle cap. ravelo n. 2180-zona sopocachi, la paz-bolivia",-
2606,"marcos paz, buenos aires.",argentina
2607,"25 sur 902  puebla, méxico",-
2608,"san vicente, misiones",argentina
2609,de la costa del sol!,united states
2610,guanare - portuguesa,venezuela
2611,"zacatlán, puebla",méxico
2612,"alderaan, aldera",-
2613,merida venezuela,venezuela
2614,"a coruña, galicia, españa ",españa
2615,dragonspine,-
2616,lara-venezuela ,venezuela
2617,vk zona antifascista ,-
2618,nowhere place,united states
2619,cali- colombia,colombia
2620,"vargas, venezuela ",venezuela
2621,aspergia,-
2622,ciudad de méxico 🌟,méxico
2623,"axel city, peronia ",-
2624,"genève, haute savoie, madrid. ",-
2625,"madrid, león, ferrol. ",-
2626,españa | spain 🇪🇸 🇪🇺,españa
2627,crystal tokyo ,日本
2628,maltrecho planeta tierra!,-
2629,vargas,venezuela
2630,valència,españa
2631,ecuador-perú,ecuador
2632,en algún lugar de la mancha.,-
2633,"galicia, zaragoza, barcelona",-
2634,"bogota dc, colombia",colombia
2635,"avellaneda, buenos aires.-",argentina
2636,bts ♡,slovensko
2637,donde no haya kirchneristas ,-
2638,"saltillo, coah, méxico",méxico
2639,caracas ,venezuela
2640,fantasia ,brasil
2641,nla,اليمن
2642,"flandes, colombiagghg",-
2643,"puebla,pue",méxico
2644,23 de enero distrito capital ,venezuela
2645,in my place. ,colombia
2646,el barrio,méxico
2647,osterreich,österreich
2648,ñemby,paraguay
2649,avellaneda/sarandi,argentina
2650,"arizpe, sonora",méxico
2651,matamoros,méxico
2652,sanet y negrals,españa
2653,newell's,united states
2654,"linares, españa",españa
2655,valle central de california,méxico
2656,gran canaria,españa
2657,mi patria: mi corazón 💙,-
2658,in-a-gadda-da-vida,-
2659,where @tavoarci is,-
2660,timbues,argentina
2661,in my mind ,-
2662,laferrere,argentina
2663,"san nicolas de los garza, n.l.",méxico
2664,justo aquí. ,venezuela
2665,caracas -venezuela,venezuela
2666,chilango,colombia
2667,"coro, falcón",venezuela
2668,"heidelberg, deutschland.",deutschland
2669,tlatelolco d.f:,méxico
2670,madrid.,españa
2671,muy al sur de todo.,-
2672,"metropolitana de santiago, chile",chile
2673,"bailén-tarragona, españa",españa
2674,navarrica,españa
2675,justo al norte del checkpoint,-
2676,tabogo3 ,-
2677,"godoy cruz, mendoza, argentina",argentina
2678,telf. de contacto: 902 360 978,-
2679,she/they/he,united states
2680,"tabasco, méxico.",méxico
2681,abya yala (patria grande),-
2682,"lima , perú",perú
2683,grelolandia,-
2684,"coslada, madrid",españa
2685,#sigamonoslosbuenos,-
2686,"ventilla, madrid ",españa
2687,guayaquiljcbb,-
2688,valencia(españa),españa
2689,berlin,deutschland
2690,guatire,venezuela
2691,!lavoe!,united states
2692,"puerto la cruz, venezuela",venezuela
2693,european citizen,-
2694,tangamandapio dgo ,-
2695,amando a los pp y sk ✨🌺,-
2696,"brasil, natal. rn",brasil
2697,madrid de regreso.. mxa x amor,-
2698,"morelia, michoacán, méxico.",méxico
2699,@tusellopersonal,-
2700,palo negro.aragua-venezuela ,venezuela
2701,sud america,argentina
2702,church of burnt romances ,-
2703,"méxico, méxico",méxico
2704,táchira ,venezuela
2705,"houston, tx.         te sigue ",-
2706,m  é  x  i  c  o,-
2707,granada/murcia,españa
2708,los robles - edo nueva esparta,-
2709,"valparaíso, chile.",chile
2710,"chihuahua,chih.",méxico
2711,"barinas, parroquia el carmen",venezuela
2712,lara,ປະເທດລາວ
2713,a saber,belgië / belgique / belgien
2714,venezuela #juntosvenceremos ,-
2715,preparando nueva aventura,-
2716,polo norte ,north pole
2717,"pembroke pines, fl",united states
2718,"lloret de mar, cataluña",españa
2719,zulia venezuela,venezuela
2720,"us: 18.914699,-98.434292",-
2721,mieres (puxa asturies),-
2722,"santander, españa ",españa
2723,medellín...eterna primavera ,colombia
2724,"veracruz, mex | barcelona, esp",-
2725,"meta, colombia",colombia
2726,tierra del fuego antártida e i,argentina
2727,"san javier, argentina",argentina
2728,i need your love,-
2729,"san francisco, córdoba",argentina
2730,"ureña, venezuela",venezuela
2731,betulia sucre ,colombia
2732,"ciudad de panamá, panamá",panamá
2733,"sao paulo, brasil",brasil
2734,en algún rincón del mundo,-
2735,leeds,united kingdom
2736,"san josé, uruguay",uruguay
2737,asunción ,paraguay
2738,lote 15,argentina
2739,callosa d'en sarrià,españa
2740,"puerto la cruz, anzoátegui ",venezuela
2741,🇨🇱,-
2742,instagram: @irelibelula,-
2743,posadas misiones,argentina
2744,aquí fins que me'n cansi,-
2745,#esp🇪🇸,portugal
2746,mi patria querida,-
2747,en un lugar del mapa ,-
2748,linares chile,chile
2749,montevideo ,uruguay
2750,twitter oficial y caballero.,-
2751,delhi,india
2752,somewhere beyond the sea...,-
2753,huelva,españa
2754,anarthic state of peronis,-
2755,ciudad bolívar- eso. bolívar,-
2756,"en venezuela, caracas",venezuela
2757,no dm.please🚫🇻🇪,-
2758,"aguascalientes, ags.",méxico
2759,anywere,-
2760,"jalisco, mexico.",méxico
2761,"british columbia, canada",canada
2762,"san francisco, zulia ",venezuela
2763,"guadalajara, spain.",españa
2764,ntc,united states
2765,"ramallo, argentina ",argentina
2766,"asturias, españa.",españa
2767,"pueblo esther, argentina",argentina
2768,"mijas, españa",españa
2769,punto fijo ,venezuela
2770,en aquel lugar secreto 🌏,-
2771,"la habana, cuba ",cuba
2772,miami beach,united states
2773,puerto sagunto,españa
2774,"huila, colombia",colombia
2775,venezuela la guaira ,venezuela
2776,"quilmes, buenos aires",argentina
2777,la aldea de la hoja,-
2778,"just gaia, our spaceship",-
2779,"durango, méxico",méxico
2780,la puebla de los angeles,méxico
2781,"panamá,  república de panamá",panamá
2782,"rivas-vaciamadrid, españa",españa
2783,"maturín, venezuela",venezuela
2784,estrellas,méxico
2785,"vigo, españa",españa
2786,"playa unión, argentina",argentina
2787,"valència, espanya",españa
2788,coapa,méxico
2789,"jerez de la frontera, españa",españa
2790,"üt: -34.607129,-58.368994",-
2791,cdmx / toluca+metepec ,-
2792,venezuela || españa📍,españa
2793,ni de aqui ni de alla...,-
2794,islas georgia del sur y sandwi,-
2795,lordran,-
2796,villa maría,argentina
2797,en la más gorila,-
2798,constitucion,chile
2799,aislado ,chile
2800,castellón ,españa
2801,"culiacán, sinaloa, méxico",méxico
2802,¿dónde más?,méxico
2803,"apure, venezuela",venezuela
2804,"higüey, dominican republic",república dominicana
2805,"üt: 3.47038,-76.526824",-
2806,593 - gye,france
2807,"nayarit, méxico",méxico
2808,"üt: 4.6731958,-74.0594161",-
2809,"narvarte, ciudad de méxico",méxico
2810,edo. bolivar san félix ,-
2811,"panama city, ",united states
2812,aguilar de campoo,españa
2813,aquí mismamente,-
2814,mataderos ,argentina
2815,third rock from the sun,-
2816,"paris, oviedo",españa
2817,caleta olivia,argentina
2818,la noble comarca de villa feliz,-
2819,krbc,united states
2820,"puertollano, lucena, españa",-
2821,"méxico, durango",méxico
2822,parade,france
2823,"munich, baviera",deutschland
2824,"sant joan d'alacant, españa",españa
2825,sucre venezuela,venezuela
2826,polo sur.,chile
2827,zaraza,venezuela
2828,bolivia lapaz ,bolivia
2829,bcn/mad,españa
2830,vilassar,españa
2831,cartagena -bol,colombia
2832,"🌲 málaga, españa 🌳",españa
2833,de madrid,españa
2834,ciudad de panamá,panamá
2835,puebla de los angeles,méxico
2836,vallekas.,españa
2837,zaragoza | españa,españa
2838,trenque lauquen,argentina
2839,"usera, madrid",españa
2840,planeta tierra ,chile
2841,"villa carlos paz, argentina",argentina
2842,cobarde cagoncito.,-
2843,"cancún, qroo",-
2844,"bogotá, distrito cardenal",colombia
2845,"guacara, venezuela",venezuela
2846,en algún lugar de venezuela,-
2847,bogotá colombia.,colombia
2848,nuestra gran américa,colombia
2849,caracas -rep boliv. venezuela,-
2850,من قلبي سلام لبيروت,-
2851,"nawelbuta, wallmapu",-
2852,watsonville ca,united states
2853,pto la cruz- venezuela,venezuela
